"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_F93B34DE-347A-43FB-B3EE-E615DC7FA314;1. Der Froschkönig oder der eiserne Heinrich;7839;alter Wasserpatscher;Ach, du bists, ***alter Wasserpatscher***,“ sagte sie,;1379;1399;C_C6308657-B2D2-473D-BBE5-BF3D4E3507E5;1. Der Froschkönig oder der eiserne Heinrich Belebte Entitäten A2;/belebte_entität;;"#4A61FF";CATMA_2D24D027-6223-417A-BE80-30E5C74C5D45;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_52650D17-C2C0-410F-8832-1BCF256CAE3B;5. Der Wolf und die sieben jungen Geislein (1857);5846;dem gottlosen Thier;Wackersteine, damit wollen wir ***dem gottlosen Thier*** den Bauch füllen, so;4716;4735;C_904FC3BB-EB78-405E-BE83-47F796E91CE1;5. Der Wolf und die sieben jungen Geislein (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_604A1453-E4B4-43E0-8695-4B32C8496543;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_CB91C5FD-6F42-41F8-8B3A-90CF09841DFA;7. Der gute Handel (1857);8819;dem Bauer;mit angehört hatte, lief ***dem Bauer*** nach, hielt ihn beim;5257;5266;C_6A4AA1C7-6555-4317-A092-0902DA17A1B4;7. Der gute Handel (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_2AA97799-6E10-4AF5-80F1-2ECABE5E127E;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_CB91C5FD-6F42-41F8-8B3A-90CF09841DFA;7. Der gute Handel (1857);8819;dem Bauer;fort. Der König hielt ***dem Bauer*** die bösen Reden vor,;8150;8159;C_6A4AA1C7-6555-4317-A092-0902DA17A1B4;7. Der gute Handel (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_83D7177E-99F4-4081-AEFF-904F7360DEC6;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_CB91C5FD-6F42-41F8-8B3A-90CF09841DFA;7. Der gute Handel (1857);8819;dem Bauer;das Ihrige, das sie ***dem Bauer*** abgewonnen hätten, und erhielten;6172;6181;C_6A4AA1C7-6555-4317-A092-0902DA17A1B4;7. Der gute Handel (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_F0FDBF61-1BCD-4FBE-8B6A-15CF6ED2729B;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_6DAF38B8-3A50-4EE0-AE1D-35A0D1F007DB;3. Marienkind (1857);10219;Er;zu den Fußzehen bedeckt. ***Er*** stand still und betrachtete es;5936;5938;C_F3A96BA2-988D-43EB-981A-7A25295FA6BE;3. Marienkind (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_B77C2F13-B8D1-4D81-8E4E-A5C881F7F60D;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_CB91C5FD-6F42-41F8-8B3A-90CF09841DFA;7. Der gute Handel (1857);8819;Er;miteinander ins Wasser hinein. ***Er*** blieb stehen und wollte warten;936;938;C_6A4AA1C7-6555-4317-A092-0902DA17A1B4;7. Der gute Handel (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_3C8A167F-78ED-4E85-9F39-6A703D97F940;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_CB91C5FD-6F42-41F8-8B3A-90CF09841DFA;7. Der gute Handel (1857);8819;Er;Geld nicht wieder heraus. ***Er*** wartete noch eine gute Weile;1153;1155;C_6A4AA1C7-6555-4317-A092-0902DA17A1B4;7. Der gute Handel (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_CB33EDAA-7789-4724-B2FB-06F0CE676A37;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_CB91C5FD-6F42-41F8-8B3A-90CF09841DFA;7. Der gute Handel (1857);8819;Er;bat sich Gehör aus. ***Er*** ward vor den König geführt;3566;3568;C_6A4AA1C7-6555-4317-A092-0902DA17A1B4;7. Der gute Handel (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_2EA549AB-A84E-4A1E-BDE9-5247E3AD8373;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_AABF9454-07CA-4CC5-B103-754A0A7665DE;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857);19551;Er;ein todter Mann darin. ***Er*** fühlte ihm ans Gesicht,;15705;15707;C_F74DE7D6-3364-433B-8257-484CFFE9CC1C;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_38421BB4-6FBE-48FC-9851-FC9E474E4235;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_AABF9454-07CA-4CC5-B103-754A0A7665DE;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857);19551;Er;ich ja ausgezogen.“ ***Er*** ließ dem Wirth auch keine;9002;9004;C_F74DE7D6-3364-433B-8257-484CFFE9CC1C;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_3892A4ED-6E08-4C0F-A685-7BA6232506CF;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_AABF9454-07CA-4CC5-B103-754A0A7665DE;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857);19551;Er;nun gehts lustig!“ ***Er*** spielte mit und verlor etwas;14775;14777;C_F74DE7D6-3364-433B-8257-484CFFE9CC1C;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_AB7C2412-92A3-4F2C-80C9-6773C3D63E9C;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_AABF9454-07CA-4CC5-B103-754A0A7665DE;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857);19551;Er;vor seinen Augen verschwunden. ***Er*** legte sich nieder und schlief;14895;14897;C_F74DE7D6-3364-433B-8257-484CFFE9CC1C;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_E43D793C-D0AE-496C-9C94-2A9B4CC623EA;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_6DAF38B8-3A50-4EE0-AE1D-35A0D1F007DB;3. Marienkind (1857);10219;sich;es immer begleiteten, freuten ***sich*** mit ihm. Nun war;1745;1749;C_F3A96BA2-988D-43EB-981A-7A25295FA6BE;3. Marienkind (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_983BC933-63B5-4F30-A55D-D8D4947DBD66;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_6DAF38B8-3A50-4EE0-AE1D-35A0D1F007DB;3. Marienkind (1857);10219;sich;gieng es heraus und setzte ***sich*** vor den Baum, und;5308;5312;C_F3A96BA2-988D-43EB-981A-7A25295FA6BE;3. Marienkind (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_6BE8925F-29A1-4C34-8550-3629A71201F4;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_6DAF38B8-3A50-4EE0-AE1D-35A0D1F007DB;3. Marienkind (1857);10219;sich;den Armen weg und mit ***sich*** in den Himmel. Am;8035;8039;C_F3A96BA2-988D-43EB-981A-7A25295FA6BE;3. Marienkind (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_B8F4A361-61D8-419A-969D-8C3DFA027259;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_6DAF38B8-3A50-4EE0-AE1D-35A0D1F007DB;3. Marienkind (1857);10219;sich;Gestrüppe aus einander und hieb ***sich*** mit seinem Schwert einen Weg;5733;5737;C_F3A96BA2-988D-43EB-981A-7A25295FA6BE;3. Marienkind (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_1874C983-E228-4D42-B24C-E862C80A47E7;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_6DAF38B8-3A50-4EE0-AE1D-35A0D1F007DB;3. Marienkind (1857);10219;sich;einmal die Jungfrau Maria zu ***sich*** und sprach „liebes Kind;1008;1012;C_F3A96BA2-988D-43EB-981A-7A25295FA6BE;3. Marienkind (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_FE016EF6-00D6-4622-83F7-DE2F561A8545;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_6DAF38B8-3A50-4EE0-AE1D-35A0D1F007DB;3. Marienkind (1857);10219;sich;weil sie nicht antworten und ***sich*** nicht vertheidigen konnte, ward;9350;9354;C_F3A96BA2-988D-43EB-981A-7A25295FA6BE;3. Marienkind (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_1AC4055A-A0AA-4333-93DB-FE4BA379F423;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_6DAF38B8-3A50-4EE0-AE1D-35A0D1F007DB;3. Marienkind (1857);10219;sich;umgeben, und es freute ***sich*** über all die Pracht und;1651;1655;C_F3A96BA2-988D-43EB-981A-7A25295FA6BE;3. Marienkind (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_8B6B11F5-55C3-4878-80FB-1348B68213CF;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_6DAF38B8-3A50-4EE0-AE1D-35A0D1F007DB;3. Marienkind (1857);10219;sich;Sie rief das Mädchen zu ***sich*** und forderte ihm die Himmelsschlüssel;3285;3289;C_F3A96BA2-988D-43EB-981A-7A25295FA6BE;3. Marienkind (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_A710DF87-8134-4492-96B0-E4CBA2AF68DD;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_6DAF38B8-3A50-4EE0-AE1D-35A0D1F007DB;3. Marienkind (1857);10219;sich;, die nahm es mit ***sich*** hinauf in den Himmel.;772;776;C_F3A96BA2-988D-43EB-981A-7A25295FA6BE;3. Marienkind (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_34E85CDD-3A7C-4324-A7AB-CC413F4EF80D;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_6DAF38B8-3A50-4EE0-AE1D-35A0D1F007DB;3. Marienkind (1857);10219;sich;"lange, da vermählte er ***sich*** mit ihm.

Als etwa";6590;6594;C_F3A96BA2-988D-43EB-981A-7A25295FA6BE;3. Marienkind (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_9A3BA24A-03A7-4234-A36E-6B51B7C79243;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_6DAF38B8-3A50-4EE0-AE1D-35A0D1F007DB;3. Marienkind (1857);10219;sich;mit der Weltkugel. Als ***sich*** die Königin darüber freuete,;8685;8689;C_F3A96BA2-988D-43EB-981A-7A25295FA6BE;3. Marienkind (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_B9957E05-04C5-4661-80C4-3A5D0EAC712B;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_CB91C5FD-6F42-41F8-8B3A-90CF09841DFA;7. Der gute Handel (1857);8819;sich;weitem hörte, sprach zu ***sich*** „horch, jetzt verlangen;2779;2783;C_6A4AA1C7-6555-4317-A092-0902DA17A1B4;7. Der gute Handel (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_1017AAE1-F86A-4B88-8ECD-4214B20B817F;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_CB91C5FD-6F42-41F8-8B3A-90CF09841DFA;7. Der gute Handel (1857);8819;sich;“ sprach der Jude für ***sich***, „der spricht despectirlich;7143;7147;C_6A4AA1C7-6555-4317-A092-0902DA17A1B4;7. Der gute Handel (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_99A61029-A6C1-451F-BEE2-C5DD9B03DD40;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_CB91C5FD-6F42-41F8-8B3A-90CF09841DFA;7. Der gute Handel (1857);8819;sich;,“ sprach er für ***sich***, „die schreien auch;251;255;C_6A4AA1C7-6555-4317-A092-0902DA17A1B4;7. Der gute Handel (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_F3E43390-7CCC-447A-AE63-C36495AFA658;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_CB91C5FD-6F42-41F8-8B3A-90CF09841DFA;7. Der gute Handel (1857);8819;sich;.“ Der Bauer ließ ***sich*** das nicht zweimal sagen,;6658;6662;C_6A4AA1C7-6555-4317-A092-0902DA17A1B4;7. Der gute Handel (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_967096B3-9BE9-4088-981C-676C382C0E1E;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_CB91C5FD-6F42-41F8-8B3A-90CF09841DFA;7. Der gute Handel (1857);8819;sich;und hörte wie er mit ***sich*** allein brummte „nun hat;6857;6861;C_6A4AA1C7-6555-4317-A092-0902DA17A1B4;7. Der gute Handel (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_D564BA3B-7C25-44C0-A3D5-68F18A17097A;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_AABF9454-07CA-4CC5-B103-754A0A7665DE;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857);19551;sich;Augen verschwunden. Er legte ***sich*** nieder und schlief ruhig ein;14904;14908;C_F74DE7D6-3364-433B-8257-484CFFE9CC1C;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_5B7415D6-D3AF-470F-904A-7B1B5E2A5EE9;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_AABF9454-07CA-4CC5-B103-754A0A7665DE;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857);19551;sich;Lust hat,“ legte ***sich*** an sein Feuer und schlief;12624;12628;C_F74DE7D6-3364-433B-8257-484CFFE9CC1C;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_3602E4F5-DE3C-49FA-AEF2-C8379A47947D;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_AABF9454-07CA-4CC5-B103-754A0A7665DE;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857);19551;sich;dem Messer daneben und setzte ***sich*** auf die Drehbank. „;10194;10198;C_F74DE7D6-3364-433B-8257-484CFFE9CC1C;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_4516B920-0E13-461C-8875-137D74C0C307;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_AABF9454-07CA-4CC5-B103-754A0A7665DE;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857);19551;sich;du, wie dein Bruder ***sich*** Mühe gibt, aber an;1215;1219;C_F74DE7D6-3364-433B-8257-484CFFE9CC1C;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_558BAE26-C64C-4949-9B10-BA0327BA96AB;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_AABF9454-07CA-4CC5-B103-754A0A7665DE;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857);19551;sich;Amboß: der Alte stellte ***sich*** neben hin und wollte zusehen;17518;17522;C_F74DE7D6-3364-433B-8257-484CFFE9CC1C;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_BA3DB165-B418-4E3B-8E08-0F433DED1A78;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_AABF9454-07CA-4CC5-B103-754A0A7665DE;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857);19551;sich;“ gab keinen Laut von ***sich*** und stand als wenn er;3206;3210;C_F74DE7D6-3364-433B-8257-484CFFE9CC1C;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_42123FCB-3DE6-449A-BFA7-E74CD7FFA22A;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_AABF9454-07CA-4CC5-B103-754A0A7665DE;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857);19551;sich;mit Gewalt weg und setzte ***sich*** wieder auf seinen Platz.;14287;14291;C_F74DE7D6-3364-433B-8257-484CFFE9CC1C;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_EA328037-F5EA-4292-B516-19A8D89B9717;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_AABF9454-07CA-4CC5-B103-754A0A7665DE;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857);19551;sich;zu dem Galgen, setzte ***sich*** darunter und wartete bis der;6242;6246;C_F74DE7D6-3364-433B-8257-484CFFE9CC1C;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_7AC54671-07A7-47DE-98BE-452B17728EFF;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_AABF9454-07CA-4CC5-B103-754A0A7665DE;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857);19551;sich;deckte ihn zu und legte ***sich*** neben ihn. Über ein;16209;16213;C_F74DE7D6-3364-433B-8257-484CFFE9CC1C;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_6C025FA1-67E6-4225-B0D3-0EAC7C8D4D8F;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_AABF9454-07CA-4CC5-B103-754A0A7665DE;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857);19551;sich;zur Ruhe gebracht hatte und ***sich*** wieder zu seinem Feuer setzen;11334;11338;C_F74DE7D6-3364-433B-8257-484CFFE9CC1C;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_349B4E42-8314-4D6D-979E-9D85927A4A83;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_AABF9454-07CA-4CC5-B103-754A0A7665DE;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857);19551;sich;Landstraße und sprach immer vor ***sich*** hin „wenn mirs nur;5558;5562;C_F74DE7D6-3364-433B-8257-484CFFE9CC1C;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_584E47C6-9631-4740-A762-B7F336BC206A;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_AABF9454-07CA-4CC5-B103-754A0A7665DE;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857);19551;sich;Garten floß, und ließ ***sich*** einen ganzen Eimer voll Gründlinge;19190;19194;C_F74DE7D6-3364-433B-8257-484CFFE9CC1C;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_EB1804C6-D45B-48E2-BD8F-10C32E97CCD5;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_AABF9454-07CA-4CC5-B103-754A0A7665DE;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857);19551;sich;der Junge hinauf, machte ***sich*** in einer Kammer ein helles;10094;10098;C_F74DE7D6-3364-433B-8257-484CFFE9CC1C;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_5D78B2FC-3016-4608-86FD-CE5E3BE7E25C;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_AABF9454-07CA-4CC5-B103-754A0A7665DE;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857);19551;sich;gewaltigen Sprunge herbei, setzten ***sich*** ihm zu beiden Seiten und;10662;10666;C_F74DE7D6-3364-433B-8257-484CFFE9CC1C;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_C3D952B3-8D5A-4AD0-9BE8-5985D87FD761;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_AABF9454-07CA-4CC5-B103-754A0A7665DE;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857);19551;sich;Antwort, regte und bewegte ***sich*** nicht. „Gib Antwort;2778;2782;C_F74DE7D6-3364-433B-8257-484CFFE9CC1C;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_67885EB7-6C8B-41FF-9345-9100DE397280;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_AABF9454-07CA-4CC5-B103-754A0A7665DE;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857);19551;sich;“ Gegen Mitternacht wollte er ***sich*** sein Feuer einmal aufschüren:;10329;10333;C_F74DE7D6-3364-433B-8257-484CFFE9CC1C;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_6462582A-BC3A-4C4D-946F-9F0C388447D4;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_AABF9454-07CA-4CC5-B103-754A0A7665DE;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857);19551;sich;"!“ denn er fürchtete ***sich***. Oder, wenn Abends";639;643;C_F74DE7D6-3364-433B-8257-484CFFE9CC1C;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_253F778F-8BFA-47C5-A616-1F165F77CD15;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_AABF9454-07CA-4CC5-B103-754A0A7665DE;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857);19551;sich;er ihn heraus, setzte ***sich*** ans Feuer und legte ihn;15938;15942;C_F74DE7D6-3364-433B-8257-484CFFE9CC1C;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_9DA87022-4F9B-4965-8115-D03DBBFAC7EE;;;
"tag=""belebte_entität""@2024-11-24T16:01:28.165";D_AABF9454-07CA-4CC5-B103-754A0A7665DE;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857);19551;sich;Todte warm und fieng an ***sich*** zu regen. Da sprach;16281;16285;C_F74DE7D6-3364-433B-8257-484CFFE9CC1C;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_5C4A9F35-0A2B-406E-A870-AC3566F22AB1;;;
